Id,SalePrice
1850,118840.19
1851,157637.75
1852,127105.695
1853,130431.805
1854,167753.11
1855,139510.53
1856,215388.89
1857,159347.81
1858,138896.1
1859,118628.375
1860,153179.92
1861,118786.305
1862,297861.25
1863,292062.3
1864,292062.3
1865,330229.47
1866,343931.88
1867,234850.6
1868,299963.97
1869,194387.4
1870,245039.9
1871,254522.94
1872,170270.45
1873,232676.2
1874,142308.0
1875,203986.06
1876,193010.36
1877,209091.73
1878,199645.86
1879,136199.67
1880,135705.97
1881,243517.97
1882,248930.48
1883,199838.06
1884,209252.6
1885,258003.98
1886,291989.72
1887,206626.7
1888,269307.1
1889,161560.1
1890,126977.17
1891,139151.84
1892,103892.805
1893,130079.87
1894,127081.836
1895,140942.27
1896,124426.164
1897,115855.09
1898,103117.53
1899,162074.45
1900,147724.67
1901,181617.69
1902,143857.08
1903,220328.12
1904,149742.97
1905,194737.78
1906,173818.12
1907,209210.55
1908,117569.41
1909,139206.33
1910,127025.125
1911,212689.94
1912,290437.34
1913,155929.27
1914,56120.53
1915,357201.5
1916,61623.035
1917,258317.06
1918,139586.7
1919,165609.36
1920,141936.84
1921,399394.06
1922,320327.75
1923,217260.94
1924,221828.56
1925,204727.11
1926,400214.16
1927,137809.8
1928,155963.5
1929,128266.766
1930,133855.75
1931,143472.6
1932,140842.02
1933,178259.31
1934,181337.53
1935,178505.36
1936,191002.1
1937,183509.33
1938,167964.36
1939,241519.78
1940,187053.66
1941,173629.78
1942,189872.44
1943,210279.11
1944,332992.97
1945,394977.3
1946,156709.55
1947,340696.3
1948,179999.47
1949,237569.53
1950,183828.8
1951,271857.06
1952,220389.4
1953,169786.47
1954,185860.05
1955,133955.92
1956,283524.0
1957,159043.8
1958,317027.78
1959,133991.27
1960,116233.5
1961,117869.02
1962,96608.49
1963,105152.81
1964,114898.586
1965,147655.83
1966,150320.7
1967,298620.2
1968,454836.1
1969,411402.75
1970,423343.53
1971,459667.34
1972,370911.5
1973,266655.47
1974,318779.03
1975,488602.53
1976,281286.12
1977,357580.3
1978,412176.78
1979,311647.94
1980,196916.92
1981,337055.6
1982,235475.48
1983,203502.55
1984,164990.42
1985,221567.64
1986,201795.88
1987,179193.1
1988,178584.66
1989,190259.33
1990,219658.12
1991,243291.25
1992,212572.98
1993,167576.11
1994,235001.52
1995,185230.83
1996,235570.23
1997,315957.53
1998,321631.06
1999,264017.1
2000,306464.06
2001,265744.6
2002,236250.69
2003,238186.81
2004,268758.47
2005,211221.52
2006,227642.69
2007,240804.8
2008,226781.47
2009,196760.72
2010,188772.5
2011,136217.66
2012,176746.56
2013,189314.92
2014,187472.8
2015,201212.75
2016,197897.78
2017,203575.67
2018,120603.95
2019,130914.94
2020,106378.055
2021,111126.6
2022,177625.39
2023,139437.77
2024,239858.83
2025,394665.0
2026,175758.36
2027,153309.92
2028,151163.94
2029,180017.1
2030,276795.03
2031,255732.9
2032,271076.3
2033,265443.53
2034,171729.5
2035,215613.78
2036,182677.08
2037,196517.92
2038,320027.0
2039,218573.62
2040,380273.1
2041,283967.6
2042,202234.23
2043,171010.3
2044,169437.11
2045,219605.72
2046,137165.86
2047,143855.78
2048,139308.7
2049,134024.94
2050,183775.73
2051,109780.516
2052,129645.07
2053,147904.67
2054,82091.71
2055,151145.27
2056,134990.6
2057,114022.234
2058,239464.2
2059,130572.39
2060,168531.64
2061,175374.28
2062,135096.11
2063,118382.13
2064,141922.33
2065,120283.2
2066,177515.55
2067,127481.36
2068,113611.27
2069,78849.5
2070,110305.47
2071,93645.57
2072,130208.13
2073,141205.47
2074,177136.72
2075,143362.02
2076,122189.72
2077,155672.84
2078,130577.195
2079,133943.4
2080,118356.15
2081,122922.375
2082,128503.42
2083,148558.19
2084,114817.62
2085,125614.91
2086,129636.87
2087,119111.93
2088,95366.21
2089,83452.88
2090,135881.97
2091,124694.04
2092,129548.57
2093,123164.07
2094,125812.8
2095,154059.27
2096,77847.09
2097,96629.24
2098,157216.53
2099,62387.914
2100,98814.96
2101,127747.56
2102,122268.24
2103,102542.24
2104,123431.914
2105,131034.68
2106,62196.35
2107,232284.48
2108,118077.03
2109,113694.52
2110,131630.88
2111,145696.9
2112,142409.9
2113,119997.125
2114,106568.086
2115,155461.88
2116,122077.98
2117,151184.6
2118,120166.125
2119,105471.63
2120,109583.63
2121,109855.12
2122,112839.3
2123,87988.64
2124,170079.19
2125,116869.266
2126,158982.06
2127,150433.9
2128,132443.2
2129,104706.98
2130,145336.84
2131,144989.95
2132,120201.695
2133,120098.98
2134,124393.84
2135,97308.78
2136,71048.06
2137,119651.51
2138,136963.66
2139,154109.19
2140,141788.61
2141,145777.19
2142,132136.2
2143,148542.44
2144,117436.61
2145,135947.25
2146,164259.92
2147,141808.23
2148,129449.055
2149,146463.44
2150,229268.86
2151,127357.85
2152,180451.52
2153,164661.42
2154,106715.734
2155,136886.28
2156,232655.23
2157,228281.38
2158,243493.2
2159,209160.53
2160,169594.7
2161,243234.16
2162,456289.16
2163,355024.66
2164,250283.4
2165,200500.23
2166,150723.55
2167,220327.42
2168,210988.77
2169,195572.48
2170,223143.4
2171,148587.8
2172,133243.12
2173,161602.36
2174,230010.86
2175,300199.94
2176,328141.06
2177,240807.25
2178,214449.47
2179,142073.6
2180,218884.73
2181,189307.67
2182,219679.9
2183,189511.84
2184,130393.73
2185,115973.95
2186,144901.17
2187,158828.8
2188,161695.39
2189,216966.0
2190,83200.87
2191,78977.25
2192,91879.91
2193,98908.984
2194,102184.94
2195,111840.1
2196,105980.33
2197,117133.3
2198,158861.9
2199,185300.16
2200,143588.83
2201,150453.34
2202,203590.34
2203,159062.92
2204,189950.95
2205,114251.98
2206,150837.67
2207,222928.69
2208,246289.97
2209,206216.27
2210,128578.67
2211,112045.695
2212,117191.38
2213,108085.56
2214,140680.5
2215,101687.125
2216,138807.02
2217,74825.37
2218,71909.33
2219,64045.355
2220,61659.76
2221,355404.88
2222,259440.0
2223,277084.6
2224,217119.6
2225,125288.84
2226,178681.75
2227,204473.66
2228,273453.84
2229,249498.0
2230,166245.19
2231,217606.28
2232,183694.84
2233,171167.95
2234,246323.03
2235,209465.39
2236,281103.7
2237,357925.03
2238,210356.16
2239,114176.984
2240,159399.44
2241,157233.89
2242,132588.27
2243,131739.62
2244,97624.266
2245,100346.3
2246,146623.89
2247,109797.38
2248,131865.22
2249,129903.44
2250,138741.3
2251,115581.51
2252,167720.08
2253,163744.11
2254,178624.31
2255,193517.53
2256,182426.45
2257,200922.52
2258,170696.61
2259,177209.98
2260,160124.72
2261,180875.16
2262,206554.66
2263,353762.0
2264,415807.94
2265,180466.58
2266,311853.6
2267,352470.22
2268,397234.28
2269,152298.44
2270,184014.62
2271,230652.64
2272,196275.53
2273,166156.69
2274,177992.89
2275,164013.69
2276,197447.2
2277,181017.36
2278,148248.31
2279,128549.914
2280,115741.38
2281,171968.17
2282,178493.88
2283,99108.305
2284,117203.086
2285,146373.64
2286,125136.28
2287,354018.97
2288,274595.84
2289,396189.4
2290,466248.78
2291,325976.5
2292,446454.56
2293,483210.5
2294,411218.78
2295,444684.72
2296,269364.22
2297,313142.88
2298,320235.78
2299,405332.6
2300,331527.12
2301,288919.6
2302,233508.08
2303,241517.34
2304,223746.31
2305,186063.67
2306,177524.83
2307,192525.55
2308,217606.55
2309,284194.97
2310,224823.97
2311,184262.88
2312,173748.6
2313,176482.42
2314,172345.25
2315,175669.05
2316,193377.7
2317,184036.17
2318,180714.23
2319,175211.8
2320,189468.52
2321,243723.58
2322,170101.72
2323,189513.86
2324,165938.12
2325,216771.23
2326,166394.3
2327,216797.72
2328,232615.83
2329,182312.61
2330,175166.39
2331,358717.22
2332,417542.9
2333,314311.7
2334,252981.0
2335,242575.48
2336,330866.8
2337,212168.03
2338,287934.38
2339,209299.02
2340,406145.84
2341,213713.38
2342,231892.64
2343,226909.1
2344,232404.33
2345,225736.83
2346,215612.34
2347,205196.95
2348,233880.5
2349,169528.39
2350,285757.38
2351,261257.7
2352,248055.02
2353,231304.6
2354,129615.65
2355,146280.67
2356,154248.05
2357,194784.61
2358,202177.78
2359,124319.766
2360,117629.08
2361,142334.19
2362,270120.78
2363,141383.34
2364,162915.88
2365,230937.05
2366,190020.64
2367,210003.98
2368,212954.34
2369,211069.56
2370,179078.3
2371,177716.8
2372,197484.39
2373,269495.56
2374,304656.66
2375,249638.69
2376,290609.1
2377,372539.12
2378,139757.86
2379,191889.98
2380,147444.39
2381,152190.2
2382,196768.2
2383,209298.67
2384,247674.45
2385,161215.11
2386,134006.2
2387,140824.58
2388,96859.11
2389,122735.85
2390,144200.89
2391,145932.1
2392,118077.3
2393,164213.52
2394,144024.33
2395,214435.05
2396,141791.72
2397,210932.23
2398,129576.01
2399,51345.723
2400,56579.1
2401,111816.52
2402,136858.86
2403,133081.3
2404,144095.1
2405,159492.8
2406,138973.66
2407,128558.46
2408,146734.53
2409,125717.42
2410,163647.78
2411,119385.35
2412,156829.17
2413,137463.02
2414,142739.56
2415,129575.39
2416,128696.51
2417,130974.47
2418,128804.625
2419,123044.86
2420,124793.57
2421,150418.86
2422,112924.05
2423,124369.945
2424,160059.22
2425,187082.36
2426,126313.62
2427,141930.81
2428,175375.3
2429,121437.54
2430,131913.5
2431,106463.34
2432,142409.25
2433,147751.58
2434,139574.5
2435,145363.56
2436,108529.29
2437,109518.25
2438,121912.57
2439,109502.26
2440,122184.336
2441,95914.69
2442,96069.6
2443,120158.34
2444,126382.09
2445,78792.65
2446,128290.8
2447,200357.6
2448,135664.06
2449,109935.95
2450,147910.77
2451,123698.24
2452,213229.39
2453,86875.32
2454,125136.99
2455,111519.49
2456,137777.1
2457,130156.055
2458,120349.39
2459,111491.29
2460,144380.8
2461,123116.695
2462,138657.42
2463,125176.625
2464,168433.0
2465,134882.2
2466,117951.98
2467,144241.25
2468,79196.9
2469,71316.8
2470,174431.52
2471,212204.33
2472,162261.02
2473,124742.125
2474,93248.94
2475,222957.81
2476,113692.06
2477,127074.3
2478,148000.36
2479,105860.164
2480,151553.48
2481,124681.5
2482,133772.64
2483,114355.38
2484,125820.32
2485,127992.96
2486,152159.98
2487,182022.27
2488,157697.92
2489,147198.75
2490,155692.47
2491,81157.336
2492,182040.98
2493,145304.42
2494,157968.28
2495,78032.45
2496,237475.61
2497,150626.44
2498,110916.766
2499,89082.51
2500,125609.66
2501,134533.11
2502,153493.47
2503,88489.586
2504,184530.81
2505,223368.19
2506,259156.5
2507,276564.7
2508,259907.97
2509,212443.53
2510,227484.45
2511,179055.81
2512,215722.22
2513,214418.03
2514,250231.81
2515,150702.83
2516,166185.62
2517,140503.0
2518,149095.19
2519,228033.47
2520,204028.03
2521,186145.0
2522,219723.22
2523,122736.734
2524,136039.48
2525,148991.81
2526,138839.28
2527,109824.04
2528,129812.836
2529,131986.05
2530,123836.445
2531,250066.33
2532,225620.05
2533,198852.6
2534,223955.9
2535,310848.34
2536,234007.5
2537,230027.7
2538,178968.08
2539,186354.45
2540,176371.66
2541,181078.84
2542,163954.22
2543,130674.25
2544,125761.98
2545,136855.7
2546,127706.64
2547,142397.38
2548,147970.9
2549,160872.33
2550,292090.34
2551,141885.78
2552,123313.88
2553,74382.54
2554,108700.77
2555,111610.414
2556,103333.49
2557,110215.82
2558,158641.25
2559,133738.28
2560,142223.36
2561,140136.47
2562,141837.73
2563,152439.47
2564,185481.2
2565,143851.33
2566,158641.6
2567,133897.53
2568,203319.16
2569,200482.16
2570,125029.664
2571,183100.05
2572,168295.81
2573,227017.69
2574,280200.6
2575,125961.34
2576,120104.73
2577,165192.6
2578,88190.39
2579,73707.16
2580,122785.22
2581,119869.42
2582,105433.75
2583,296802.44
2584,163832.78
2585,179978.52
2586,200915.06
2587,189757.11
2588,164042.14
2589,151746.3
2590,224143.92
2591,230551.92
2592,214868.88
2593,261779.75
2594,183003.23
2595,197778.66
2596,329928.6
2597,184637.2
2598,272897.78
2599,311175.44
2600,166890.55
2601,139090.12
2602,81026.945
2603,94820.25
2604,82819.83
2605,75880.13
2606,148775.86
2607,184062.89
2608,206470.72
2609,172912.44
2610,118958.09
2611,127193.61
2612,150354.22
2613,133134.72
2614,131295.75
2615,152290.5
2616,143222.31
2617,170986.42
2618,183119.98
2619,187558.56
2620,186284.14
2621,180025.48
2622,191756.22
2623,240726.92
2624,284424.78
2625,306545.3
2626,168643.55
2627,160886.4
2628,474849.2
2629,596202.2
2630,369393.84
2631,446563.84
2632,466561.44
2633,327911.78
2634,416071.8
2635,157434.69
2636,176637.38
2637,178257.28
2638,262428.97
2639,192938.48
2640,154993.81
2641,104447.24
2642,190270.05
2643,103909.234
2644,125049.34
2645,101362.76
2646,94814.12
2647,99677.37
2648,136582.66
2649,149492.0
2650,146665.2
2651,147507.34
2652,440105.03
2653,247065.23
2654,246512.44
2655,337626.72
2656,297950.9
2657,346583.88
2658,286271.94
2659,311320.5
2660,346362.12
2661,323554.6
2662,298842.3
2663,277062.12
2664,274011.0
2665,336450.25
2666,284860.03
2667,166461.25
2668,177460.88
2669,176717.78
2670,283144.4
2671,179709.22
2672,186904.56
2673,206069.95
2674,196397.27
2675,172922.53
2676,184701.02
2677,195865.56
2678,250570.84
2679,277994.84
2680,278626.06
2681,406054.66
2682,331075.88
2683,525773.0
2684,312596.66
2685,355032.12
2686,249696.14
2687,343134.47
2688,220037.47
2689,213191.28
2690,451474.28
2691,190813.33
2692,123039.35
2693,194329.45
2694,122646.16
2695,188429.78
2696,184807.6
2697,193525.66
2698,199818.58
2699,171922.95
2700,156095.28
2701,141410.39
2702,111925.85
2703,126173.08
2704,138314.27
2705,119974.74
2706,115046.016
2707,125737.06
2708,136034.4
2709,113144.72
2710,129226.79
2711,297872.53
2712,383044.3
2713,168871.23
2714,153394.16
2715,176690.72
2716,153609.33
2717,186387.83
2718,221127.45
2719,156646.45
2720,172843.92
2721,138570.28
2722,156894.56
2723,146138.17
2724,130970.08
2725,135789.44
2726,148963.0
2727,181763.38
2728,168763.1
2729,153277.89
2730,145530.58
2731,126355.055
2732,125441.59
2733,157908.17
2734,139987.06
2735,138936.03
2736,142101.95
2737,128406.49
2738,130780.43
2739,158296.06
2740,140582.72
2741,146444.52
2742,155711.2
2743,152162.33
2744,155699.52
2745,136911.5
2746,136932.17
2747,161312.92
2748,124527.56
2749,125978.805
2750,138186.8
2751,134660.67
2752,206108.86
2753,153131.81
2754,224709.69
2755,129660.92
2756,98618.18
2757,69999.88
2758,84804.164
2759,167459.03
2760,123733.48
2761,147075.22
2762,142942.12
2763,189965.33
2764,154236.62
2765,273733.25
2766,143008.67
2767,93030.734
2768,133997.97
2769,128395.49
2770,145695.67
2771,114590.04
2772,115557.555
2773,149975.36
2774,136168.12
2775,120186.14
2776,143593.9
2777,144968.28
2778,113910.02
2779,118873.35
2780,98738.375
2781,102730.68
2782,95102.34
2783,112150.05
2784,124943.305
2785,134393.53
2786,72800.695
2787,116099.336
2788,80107.625
2789,198887.72
2790,92847.766
2791,118069.16
2792,48837.953
2793,173574.02
2794,101733.25
2795,121628.55
2796,104259.09
2797,208437.42
2798,116765.85
2799,117549.35
2800,65783.15
2801,111769.19
2802,133808.14
2803,152486.1
2804,138419.12
2805,98980.92
2806,74988.555
2807,159380.12
2808,157837.6
2809,137557.12
2810,135686.98
2811,165021.94
2812,150645.31
2813,151098.03
2814,148596.53
2815,93041.76
2816,238984.77
2817,151479.3
2818,130922.64
2819,172256.66
2820,136711.52
2821,101866.81
2822,210119.45
2823,272583.8
2824,191793.0
2825,153730.33
2826,132300.84
2827,134279.58
2828,216681.38
2829,193130.88
2830,224831.58
2831,179274.33
2832,234734.19
2833,311051.1
2834,219686.72
2835,215443.06
2836,194514.19
2837,158100.17
2838,149035.17
2839,182496.25
2840,202370.67
2841,205466.62
2842,230223.67
2843,153934.8
2844,158272.52
2845,120764.8
2846,213494.62
2847,204236.08
2848,212955.1
2849,207027.27
2850,273760.34
2851,238984.4
2852,227424.31
2853,245837.88
2854,140176.08
2855,198235.36
2856,209116.45
2857,190319.11
2858,200570.58
2859,124433.54
2860,124864.27
2861,120018.24
2862,195179.22
2863,121120.87
2864,244755.39
2865,139973.0
2866,131888.72
2867,92813.5
2868,110433.58
2869,112137.664
2870,124015.63
2871,92872.23
2872,44607.37
2873,98161.34
2874,136899.9
2875,117617.125
2876,162940.17
2877,139402.4
2878,169492.64
2879,139570.47
2880,97365.87
2881,156362.61
2882,179990.8
2883,182753.5
2884,197677.23
2885,201730.81
2886,225842.55
2887,95811.336
2888,133653.89
2889,49781.31
2890,88386.77
2891,133998.25
2892,40795.836
2893,84428.81
2894,50574.895
2895,341890.38
2896,286304.28
2897,207880.19
2898,151628.72
2899,209961.48
2900,160708.95
2901,206348.7
2902,183862.17
2903,339203.84
2904,362505.7
2905,96642.13
2906,205820.25
2907,113196.1
2908,131423.31
2909,137523.05
2910,79573.984
2911,80637.055
2912,146870.0
2913,81437.055
2914,72238.05
2915,78556.02
2916,77970.91
2917,165503.28
2918,108862.68
2919,220399.28
